,Date,sensor,value
535,14/02/21 14:38:56,Temperatura,26.999892022192356
536,14/02/21 14:38:57,Temperatura,25.738887855119803
537,14/02/21 14:38:58,Temperatura,31.430825039758822
538,14/02/21 14:39:00,Temperatura,30.660903025120852
539,14/02/21 14:39:01,Temperatura,25.611753105387518
540,14/02/21 14:39:02,Temperatura,29.267815422268296
541,14/02/21 14:39:04,Temperatura,21.193370861903873
542,14/02/21 14:39:05,Temperatura,21.91592722910882
543,14/02/21 14:39:07,Temperatura,30.832055397727054
544,14/02/21 14:39:08,Temperatura,34.114576519878355
545,14/02/21 14:39:09,Temperatura,36.03911883185077
546,14/02/21 14:39:11,Temperatura,31.376667665143884
547,14/02/21 14:39:12,Temperatura,34.15112868658433
548,14/02/21 14:39:14,Temperatura,25.216779667728833
549,14/02/21 14:39:15,Temperatura,35.11507574176528
550,14/02/21 14:39:16,Temperatura,26.267747021099908
551,14/02/21 14:39:18,Temperatura,25.03286695071674
552,14/02/21 14:39:19,Temperatura,28.180659043004226
553,14/02/21 14:39:20,Temperatura,36.23465984689825
554,14/02/21 14:39:22,Temperatura,32.54691201051378
555,14/02/21 14:39:23,Temperatura,22.206474582090074
556,14/02/21 14:39:24,Temperatura,30.062251857118348
557,14/02/21 14:39:26,Temperatura,40.59228774904056
558,14/02/21 14:39:27,Temperatura,25.248709393258224
559,14/02/21 14:39:29,Temperatura,33.94520827412353
560,14/02/21 14:39:31,Temperatura,34.66434743199199
561,14/02/21 14:39:33,Temperatura,38.60285141912219
562,14/02/21 14:39:35,Temperatura,37.64799053662805
563,14/02/21 14:39:36,Temperatura,29.863833002298225
564,14/02/21 14:39:38,Temperatura,31.46984699678684
565,14/02/21 14:39:42,Temperatura,33.154515572372276
566,14/02/21 14:39:48,Temperatura,24.741125368495855
567,14/02/21 14:39:56,Temperatura,38.9854000933708
568,14/02/21 14:40:01,Temperatura,24.39883721750169
569,14/02/21 14:40:16,Temperatura,27.065884204646707
570,14/02/21 14:40:21,Temperatura,24.694141778813716
571,14/02/21 14:40:29,Temperatura,24.93488880137344
572,14/02/21 14:40:34,Temperatura,34.910222671378854
573,14/02/21 14:40:37,Temperatura,36.29332898169787
574,14/02/21 14:40:42,Temperatura,21.726911892574954
